Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Mike Adams\adamsmi02,28,CHC,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/87
2,Santo Alcala\alcalsa01,24,TOT,38,30,28,1,2,0,0,1,2,0,0,0,15,.071,.071,.179,.250,-34,5,0,0,2,0,0,1
3,Santo Alcala\alcalsa01,24,CIN,7,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
4,Santo Alcala\alcalsa01,24,MON,31,27,25,1,2,0,0,1,2,0,0,0,13,.080,.080,.200,.280,-26,5,0,0,2,0,0,1
5,Gary Alexander\alexaga01,24,SFG,51,143,119,17,36,4,2,5,20,3,1,20,33,.303,.406,.496,.901,142,59,5,2,0,2,2,2/9
6,Bill Almon\almonbi01,24,SDP,155,670,613,75,160,18,11,2,43,20,9,37,114,.261,.303,.336,.639,80,206,14,0,20,0,1,*6
7,Luis Alvarado\alvarlu01,28,NYM,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/4
8,Mike Anderson\andermi01,26,STL,94,169,154,18,34,4,1,4,17,2,3,14,31,.221,.286,.338,.623,68,52,3,0,1,0,0,9/87
9,Fred Andrews\andrefr01,25,PHI,12,25,23,3,4,0,1,0,2,1,0,1,5,.174,.200,.261,.461,20,6,1,0,0,1,0,/4
10,Rob Andrews\andrero01,24,SFG,127,501,436,60,115,11,3,0,25,5,6,56,33,.264,.345,.303,.648,77,132,6,0,5,3,0,*4
11,Joaquin Andujar#\andujjo01,24,HOU,26,60,53,6,10,2,0,0,2,0,0,3,27,.189,.232,.226,.459,29,12,0,0,4,0,0,1
12,Bob Apodaca\apodabo01,27,NYM,59,8,6,0,1,0,0,0,1,0,0,0,3,.167,.167,.167,.333,-8,1,0,0,1,0,0,1
13,Ed Armbrister\armbred01,28,CIN,65,91,78,12,20,4,3,1,5,5,6,10,21,.256,.337,.423,.760,101,33,3,0,2,1,0,7/9
14,Tucker Ashford\ashfotu01,22,SDP,81,277,249,25,54,18,0,3,24,2,3,21,35,.217,.278,.325,.604,70,81,5,1,4,2,4,56/4
15,Brian Asselstine*\asselbr01,23,ATL,83,134,124,12,26,6,0,4,17,1,0,9,10,.210,.263,.355,.618,57,44,2,0,1,0,1,89/7
16,Bill Atkinson*\atkinbi01,22,MON,56,6,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,10,1,0,0,1,0,0,1
17,Rick Auerbach\auerbri01,27,CIN,33,52,45,5,7,2,0,0,3,0,0,4,7,.156,.216,.200,.416,12,9,1,0,1,2,0,46
18,Benny Ayala\ayalabe01,26,STL,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,81,1,0,0,0,0,0,/9
19,Stan Bahnsen\bahnsst01,32,MON,23,49,42,0,5,2,0,0,7,0,0,3,18,.119,.178,.167,.344,-5,7,1,0,4,0,0,1
20,Bob Bailey\bailebo01,34,CIN,49,92,79,9,20,2,1,2,11,1,1,12,10,.253,.348,.380,.728,94,30,2,0,0,1,2,3/7
21,Dusty Baker\bakerdu01,28,LAD,153,604,533,86,155,26,1,30,86,2,6,58,89,.291,.364,.512,.876,134,273,9,6,2,5,6,*7/9
22,Rick Baldwin*\baldwri01,24,NYM,40,4,4,1,2,0,0,0,0,0,0,0,2,.500,.500,.500,1.000,177,2,0,0,0,0,0,1
23,Floyd Bannister*\bannifl01,22,HOU,24,55,48,4,9,0,0,0,1,0,0,1,14,.188,.204,.188,.392,11,9,1,0,6,0,0,1
24,Jim Barr\barrji01,29,SFG,44,92,76,2,10,2,0,0,9,0,0,2,22,.132,.165,.158,.322,-12,12,0,1,13,0,0,1
25,Mike Beard*\beardmi01,27,ATL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
26,Rob Belloir\belloro01,28,ATL,6,1,1,2,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6
27,Johnny Bench\benchjo01,29,CIN,142,563,494,67,136,34,2,31,109,2,4,58,95,.275,.348,.540,.889,133,267,10,1,0,7,8,*2/7359
28,Victor Bernal\bernavi01,23,SDP,15,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
29,Dale Berra\berrada01,20,PIT,17,42,40,0,7,1,0,0,3,0,0,1,8,.175,.195,.200,.395,6,8,0,0,0,0,0,5
30,Larry Biittner*\biittla01,30,CHC,138,532,493,74,147,28,1,12,62,2,1,35,36,.298,.345,.432,.777,99,213,17,1,1,2,2,37/1
